Country,Week,Year,Confirmed,Deaths,Recovered,Detected_FluCases,Quarter
France,8,2016,0.0,0.0,0.0,1285,1
Georgia,8,2016,0.0,0.0,0.0,3,1
Germany,8,2016,0.0,0.0,0.0,9,1
Greece,8,2016,0.0,0.0,0.0,75,1
Hungary,8,2016,0.0,0.0,0.0,5,1
Iceland,8,2016,0.0,0.0,0.0,29,1
Ireland,8,2016,0.0,0.0,0.0,163,1
Israel,8,2016,0.0,0.0,0.0,46,1
Italy,8,2016,0.0,0.0,0.0,116,1
Kazakhstan,8,2016,0.0,0.0,0.0,20,1
Kyrgyzstan,8,2016,0.0,0.0,0.0,0,1
Latvia,8,2016,0.0,0.0,0.0,192,1
Lithuania,8,2016,0.0,0.0,0.0,30,1
Luxembourg,8,2016,0.0,0.0,0.0,14,1
Macedonia,8,2016,0.0,0.0,0.0,2,1
Malta,8,2016,0.0,0.0,0.0,41,1
Moldova,8,2016,0.0,0.0,0.0,11,1
Montenegro,8,2016,0.0,0.0,0.0,27,1
Netherlands,8,2016,0.0,0.0,0.0,322,1
Norway,8,2016,0.0,0.0,0.0,1340,1
Poland,8,2016,0.0,0.0,0.0,471,1
Portugal,8,2016,0.0,0.0,0.0,120,1
Romania,8,2016,0.0,0.0,0.0,123,1
Russia,8,2016,0.0,0.0,0.0,1067,1
Serbia,8,2016,0.0,0.0,0.0,9,1
Slovakia,8,2016,0.0,0.0,0.0,16,1
Slovenia,8,2016,0.0,0.0,0.0,182,1
Spain,8,2016,0.0,0.0,0.0,604,1
Sweden,8,2016,0.0,0.0,0.0,689,1
Switzerland,8,2016,0.0,0.0,0.0,342,1
Turkey,8,2016,0.0,0.0,0.0,212,1
Ukraine,8,2016,0.0,0.0,0.0,105,1
United Kingdom,8,2016,0.0,0.0,0.0,544,1
United Kingdom,8,2016,0.0,0.0,0.0,45,1
United Kingdom,8,2016,0.0,0.0,0.0,316,1
United Kingdom,8,2016,0.0,0.0,0.0,73,1
Uzbekistan,8,2016,0.0,0.0,0.0,2,1
Austria,8,2017,0.0,0.0,0.0,54,1
Azerbaijan,8,2017,0.0,0.0,0.0,0,1
Belarus,8,2017,0.0,0.0,0.0,21,1
Bulgaria,8,2017,0.0,0.0,0.0,7,1
Croatia,8,2017,0.0,0.0,0.0,97,1
Cyprus,8,2017,0.0,0.0,0.0,3,1
Czechia,8,2017,0.0,0.0,0.0,11,1
Denmark,8,2017,0.0,0.0,0.0,433,1
Estonia,8,2017,0.0,0.0,0.0,40,1
Finland,8,2017,0.0,0.0,0.0,3,1
France,8,2017,0.0,0.0,0.0,227,1
Germany,8,2017,0.0,0.0,0.0,4,1
Greece,8,2017,0.0,0.0,0.0,55,1
Hungary,8,2017,0.0,0.0,0.0,20,1
Iceland,8,2017,0.0,0.0,0.0,48,1
Ireland,8,2017,0.0,0.0,0.0,39,1
Israel,8,2017,0.0,0.0,0.0,15,1
Italy,8,2017,0.0,0.0,0.0,42,1
Kazakhstan,8,2017,0.0,0.0,0.0,6,1
Latvia,8,2017,0.0,0.0,0.0,340,1
Lithuania,8,2017,0.0,0.0,0.0,2,1
Luxembourg,8,2017,0.0,0.0,0.0,1,1
Macedonia,8,2017,0.0,0.0,0.0,0,1
Malta,8,2017,0.0,0.0,0.0,9,1
Moldova,8,2017,0.0,0.0,0.0,0,1
Montenegro,8,2017,0.0,0.0,0.0,0,1
Netherlands,8,2017,0.0,0.0,0.0,193,1
Norway,8,2017,0.0,0.0,0.0,772,1
Poland,8,2017,0.0,0.0,0.0,49,1
Portugal,8,2017,0.0,0.0,0.0,4,1
Romania,8,2017,0.0,0.0,0.0,8,1
Russia,8,2017,0.0,0.0,0.0,677,1
Serbia,8,2017,0.0,0.0,0.0,10,1
Slovakia,8,2017,0.0,0.0,0.0,15,1
Slovenia,8,2017,0.0,0.0,0.0,174,1
Spain,8,2017,0.0,0.0,0.0,147,1
Sweden,8,2017,0.0,0.0,0.0,934,1
Switzerland,8,2017,0.0,0.0,0.0,268,1
Turkey,8,2017,0.0,0.0,0.0,12,1
Ukraine,8,2017,0.0,0.0,0.0,6,1
United Kingdom,8,2017,0.0,0.0,0.0,445,1
United Kingdom,8,2017,0.0,0.0,0.0,18,1
United Kingdom,8,2017,0.0,0.0,0.0,198,1
United Kingdom,8,2017,0.0,0.0,0.0,29,1
Uzbekistan,8,2017,0.0,0.0,0.0,0,1
Austria,8,2018,0.0,0.0,0.0,411,1
Belarus,8,2018,0.0,0.0,0.0,19,1
Bulgaria,8,2018,0.0,0.0,0.0,20,1
Croatia,8,2018,0.0,0.0,0.0,174,1
Cyprus,8,2018,0.0,0.0,0.0,17,1
Czechia,8,2018,0.0,0.0,0.0,45,1
Denmark,8,2018,0.0,0.0,0.0,1868,1
Estonia,8,2018,0.0,0.0,0.0,138,1
Finland,8,2018,0.0,0.0,0.0,15,1
France,8,2018,0.0,0.0,0.0,1641,1
Georgia,8,2018,0.0,0.0,0.0,2,1
Germany,8,2018,0.0,0.0,0.0,15,1
Greece,8,2018,0.0,0.0,0.0,37,1
Hungary,8,2018,0.0,0.0,0.0,38,1
Iceland,8,2018,0.0,0.0,0.0,36,1
Ireland,8,2018,0.0,0.0,0.0,293,1
Israel,8,2018,0.0,0.0,0.0,57,1
Italy,8,2018,0.0,0.0,0.0,214,1
Kazakhstan,8,2018,0.0,0.0,0.0,28,1
Latvia,8,2018,0.0,0.0,0.0,191,1
Lithuania,8,2018,0.0,0.0,0.0,43,1
Luxembourg,8,2018,0.0,0.0,0.0,42,1
Macedonia,8,2018,0.0,0.0,0.0,58,1
Malta,8,2018,0.0,0.0,0.0,30,1
Moldova,8,2018,0.0,0.0,0.0,1,1
Montenegro,8,2018,0.0,0.0,0.0,29,1
Netherlands,8,2018,0.0,0.0,0.0,198,1
Norway,8,2018,0.0,0.0,0.0,2765,1
Poland,8,2018,0.0,0.0,0.0,177,1
Portugal,8,2018,0.0,0.0,0.0,324,1
Romania,8,2018,0.0,0.0,0.0,155,1
Russia,8,2018,0.0,0.0,0.0,585,1
Serbia,8,2018,0.0,0.0,0.0,18,1
Slovakia,8,2018,0.0,0.0,0.0,37,1
Slovenia,8,2018,0.0,0.0,0.0,241,1
Spain,8,2018,0.0,0.0,0.0,913,1
Sweden,8,2018,0.0,0.0,0.0,1942,1
Switzerland,8,2018,0.0,0.0,0.0,744,1
Tajikistan,8,2018,0.0,0.0,0.0,0,1
Turkey,8,2018,0.0,0.0,0.0,35,1
Turkmenistan,8,2018,0.0,0.0,0.0,0,1
Ukraine,8,2018,0.0,0.0,0.0,141,1
United Kingdom,8,2018,0.0,0.0,0.0,2635,1
United Kingdom,8,2018,0.0,0.0,0.0,147,1
United Kingdom,8,2018,0.0,0.0,0.0,396,1
United Kingdom,8,2018,0.0,0.0,0.0,235,1
Uzbekistan,8,2018,0.0,0.0,0.0,0,1
Austria,8,2019,0.0,0.0,0.0,345,1
Azerbaijan,8,2019,0.0,0.0,0.0,2,1
Belarus,8,2019,0.0,0.0,0.0,83,1
Bulgaria,8,2019,0.0,0.0,0.0,17,1
Croatia,8,2019,0.0,0.0,0.0,298,1
Cyprus,8,2019,0.0,0.0,0.0,22,1
Czechia,8,2019,0.0,0.0,0.0,11,1
Denmark,8,2019,0.0,0.0,0.0,1061,1
Estonia,8,2019,0.0,0.0,0.0,220,1
Finland,8,2019,0.0,0.0,0.0,3,1
France,8,2019,0.0,0.0,0.0,2694,1
Georgia,8,2019,0.0,0.0,0.0,13,1
Germany,8,2019,0.0,0.0,0.0,7,1
Greece,8,2019,0.0,0.0,0.0,34,1
Hungary,8,2019,0.0,0.0,0.0,10,1
Iceland,8,2019,0.0,0.0,0.0,32,1
Ireland,8,2019,0.0,0.0,0.0,153,1
Israel,8,2019,0.0,0.0,0.0,54,1
Italy,8,2019,0.0,0.0,0.0,585,1
Kazakhstan,8,2019,0.0,0.0,0.0,39,1
Kosovo,8,2019,0.0,0.0,0.0,2,1
Latvia,8,2019,0.0,0.0,0.0,112,1
Lithuania,8,2019,0.0,0.0,0.0,75,1
Macedonia,8,2019,0.0,0.0,0.0,61,1
Malta,8,2019,0.0,0.0,0.0,82,1
Moldova,8,2019,0.0,0.0,0.0,19,1
Montenegro,8,2019,0.0,0.0,0.0,35,1
Netherlands,8,2019,0.0,0.0,0.0,588,1
Norway,8,2019,0.0,0.0,0.0,2202,1
Poland,8,2019,0.0,0.0,0.0,155,1
Portugal,8,2019,0.0,0.0,0.0,512,1
Romania,8,2019,0.0,0.0,0.0,108,1
Russia,8,2019,0.0,0.0,0.0,2399,1
Serbia,8,2019,0.0,0.0,0.0,91,1
Slovakia,8,2019,0.0,0.0,0.0,64,1
Slovenia,8,2019,0.0,0.0,0.0,253,1
Spain,8,2019,0.0,0.0,0.0,1215,1
Sweden,8,2019,0.0,0.0,0.0,961,1
Switzerland,8,2019,0.0,0.0,0.0,1747,1
Turkey,8,2019,0.0,0.0,0.0,5,1
Ukraine,8,2019,0.0,0.0,0.0,34,1
United Kingdom,8,2019,0.0,0.0,0.0,2033,1
United Kingdom,8,2019,0.0,0.0,0.0,129,1
United Kingdom,8,2019,0.0,0.0,0.0,364,1
United Kingdom,8,2019,0.0,0.0,0.0,192,1
Uzbekistan,8,2019,0.0,0.0,0.0,0,1
Austria,8,2020,0.0,0.0,0.0,340,1
Azerbaijan,8,2020,0.0,0.0,0.0,29,1
Belarus,8,2020,0.0,0.0,0.0,42,1
Bulgaria,8,2020,0.0,0.0,0.0,20,1
Denmark,8,2020,0.0,0.0,0.0,600,1
Estonia,8,2020,0.0,0.0,0.0,56,1
Finland,8,2020,0.0,0.0,0.0,5,1
France,8,2020,0.0,0.0,0.0,1757,1
Germany,8,2020,64.0,0.0,56.0,19,1
Greece,8,2020,0.0,0.0,0.0,51,1
Hungary,8,2020,0.0,0.0,0.0,81,1
Iceland,8,2020,0.0,0.0,0.0,26,1
Ireland,8,2020,0.0,0.0,0.0,42,1
Israel,8,2020,4.0,0.0,0.0,25,1
Italy,8,2020,155.0,3.0,2.0,380,1
Kazakhstan,8,2020,0.0,0.0,0.0,39,1
Latvia,8,2020,0.0,0.0,0.0,11,1
Lithuania,8,2020,0.0,0.0,0.0,103,1
Luxembourg,8,2020,0.0,0.0,0.0,14,1
Moldova,8,2020,0.0,0.0,0.0,9,1
Montenegro,8,2020,0.0,0.0,0.0,71,1
Netherlands,8,2020,0.0,0.0,0.0,264,1
Norway,8,2020,0.0,0.0,0.0,1595,1
Poland,8,2020,0.0,0.0,0.0,80,1
Portugal,8,2020,0.0,0.0,0.0,210,1
Romania,8,2020,0.0,0.0,0.0,179,1
Russia,8,2020,0.0,0.0,0.0,1759,1
Serbia,8,2020,0.0,0.0,0.0,19,1
Slovakia,8,2020,0.0,0.0,0.0,28,1
Slovenia,8,2020,0.0,0.0,0.0,289,1
Spain,8,2020,0.0,0.0,0.0,333,1
Sweden,8,2020,0.0,0.0,0.0,697,1
Switzerland,8,2020,0.0,0.0,0.0,1122,1
Ukraine,8,2020,0.0,0.0,0.0,64,1
United Kingdom,8,2020,0.0,0.0,0.0,527,1
United Kingdom,8,2020,0.0,0.0,0.0,30,1
United Kingdom,8,2020,0.0,0.0,0.0,98,1
United Kingdom,8,2020,0.0,0.0,0.0,37,1
Uzbekistan,8,2020,0.0,0.0,0.0,0,1
Albania,8,2021,106215.0,1775.0,68969.0,0,1
Armenia,8,2021,171793.0,3190.0,163309.0,0,1
Austria,8,2021,457317.0,8538.0,428904.0,0,1
Azerbaijan,8,2021,234267.0,3218.0,228651.0,0,1
Belarus,8,2021,285959.0,1966.0,276234.0,0,1
Belgium,8,2021,769414.0,22052.0,0.0,0,1
Bosnia and Herzegovina,8,2021,130979.0,5071.0,115847.0,0,1
Bulgaria,8,2021,246706.0,10167.0,205137.0,1,1
Croatia,8,2021,242617.0,5511.0,233890.0,0,1
Czechia,8,2021,1227595.0,20194.0,1064022.0,0,1
Denmark,8,2021,211420.0,2359.0,202535.0,1,1
Estonia,8,2021,64399.0,584.0,49709.0,0,1
Finland,8,2021,57052.0,742.0,46000.0,0,1
France,8,2021,3795687.0,86458.0,261649.0,0,1
Georgia,8,2021,270510.0,3499.0,264589.0,0,1
Germany,8,2021,2444177.0,70092.0,2252970.0,0,1
Greece,8,2021,189831.0,6468.0,93764.0,0,1
Hungary,8,2021,424130.0,14902.0,319691.0,0,1
Iceland,8,2021,6049.0,29.0,6006.0,0,1
Ireland,8,2021,218980.0,4313.0,23364.0,0,1
Israel,8,2021,773335.0,5732.0,727576.0,0,1
Italy,8,2021,2907825.0,97507.0,2398352.0,0,1
Kazakhstan,8,2021,262093.0,3162.0,238636.0,0,1
Kosovo,8,2021,68451.0,1592.0,59440.0,0,1
Kyrgyzstan,8,2021,86185.0,1463.0,83127.0,0,1
Latvia,8,2021,85810.0,1614.0,74839.0,0,1
Lithuania,8,2021,197343.0,3234.0,183324.0,0,1
Luxembourg,8,2021,55110.0,637.0,51487.0,0,1
Macedonia,8,2021,102482.0,3126.0,91066.0,1,1
Malta,8,2021,22219.0,313.0,19255.0,0,1
Moldova,8,2021,184856.0,3924.0,165489.0,0,1
Montenegro,8,2021,75332.0,999.0,65780.0,0,1
Netherlands,8,2021,1098679.0,15665.0,14198.0,0,1
Norway,8,2021,70826.0,622.0,17998.0,1,1
Poland,8,2021,1696885.0,43656.0,1414461.0,0,1
Portugal,8,2021,803844.0,16276.0,717313.0,0,1
Romania,8,2021,799164.0,20287.0,738569.0,0,1
Russia,8,2021,4187166.0,84330.0,3756808.0,4,1
Serbia,8,2021,456450.0,4429.0,0.0,0,1
Slovakia,8,2021,306268.0,7075.0,255300.0,0,1
Slovenia,8,2021,189627.0,3836.0,175210.0,0,1
Spain,8,2021,3188553.0,69142.0,150376.0,0,1
Sweden,8,2021,657309.0,12826.0,0.0,0,1
Switzerland,8,2021,554932.0,9966.0,317600.0,1,1
Tajikistan,8,2021,13308.0,90.0,13218.0,0,1
Turkey,8,2021,2693164.0,28503.0,2565723.0,0,1
Ukraine,8,2021,1389570.0,27306.0,1210919.0,1,1
United Kingdom,8,2021,4182772.0,122939.0,11602.0,5,1
United Kingdom,8,2021,4182772.0,122939.0,11602.0,0,1
United Kingdom,8,2021,4182772.0,122939.0,11602.0,4,1
Uzbekistan,8,2021,79836.0,622.0,78373.0,0,1
Austria,9,2016,0.0,0.0,0.0,162,1
Azerbaijan,9,2016,0.0,0.0,0.0,26,1
Belarus,9,2016,0.0,0.0,0.0,101,1
Bulgaria,9,2016,0.0,0.0,0.0,17,1
Croatia,9,2016,0.0,0.0,0.0,153,1
Czechia,9,2016,0.0,0.0,0.0,25,1
Denmark,9,2016,0.0,0.0,0.0,543,1
Estonia,9,2016,0.0,0.0,0.0,46,1
Finland,9,2016,0.0,0.0,0.0,1,1
France,9,2016,0.0,0.0,0.0,1159,1
Georgia,9,2016,0.0,0.0,0.0,2,1
Germany,9,2016,0.0,0.0,0.0,13,1
Greece,9,2016,0.0,0.0,0.0,54,1
Hungary,9,2016,0.0,0.0,0.0,13,1
Iceland,9,2016,0.0,0.0,0.0,44,1
Ireland,9,2016,0.0,0.0,0.0,133,1
Israel,9,2016,0.0,0.0,0.0,23,1
Italy,9,2016,0.0,0.0,0.0,108,1
Kazakhstan,9,2016,0.0,0.0,0.0,18,1
Kyrgyzstan,9,2016,0.0,0.0,0.0,1,1
Latvia,9,2016,0.0,0.0,0.0,191,1
Lithuania,9,2016,0.0,0.0,0.0,21,1
Luxembourg,9,2016,0.0,0.0,0.0,15,1
Macedonia,9,2016,0.0,0.0,0.0,0,1
Malta,9,2016,0.0,0.0,0.0,36,1
Moldova,9,2016,0.0,0.0,0.0,4,1
Montenegro,9,2016,0.0,0.0,0.0,22,1
Netherlands,9,2016,0.0,0.0,0.0,306,1
Norway,9,2016,0.0,0.0,0.0,1248,1
Poland,9,2016,0.0,0.0,0.0,328,1
Portugal,9,2016,0.0,0.0,0.0,132,1
Romania,9,2016,0.0,0.0,0.0,134,1
Russia,9,2016,0.0,0.0,0.0,873,1
Serbia,9,2016,0.0,0.0,0.0,18,1
Slovakia,9,2016,0.0,0.0,0.0,15,1
Slovenia,9,2016,0.0,0.0,0.0,93,1
Spain,9,2016,0.0,0.0,0.0,542,1
Sweden,9,2016,0.0,0.0,0.0,620,1
Switzerland,9,2016,0.0,0.0,0.0,334,1
Turkey,9,2016,0.0,0.0,0.0,178,1
Ukraine,9,2016,0.0,0.0,0.0,87,1
United Kingdom,9,2016,0.0,0.0,0.0,613,1
United Kingdom,9,2016,0.0,0.0,0.0,63,1
United Kingdom,9,2016,0.0,0.0,0.0,372,1
United Kingdom,9,2016,0.0,0.0,0.0,62,1
Uzbekistan,9,2016,0.0,0.0,0.0,3,1
Austria,9,2017,0.0,0.0,0.0,30,1
Belarus,9,2017,0.0,0.0,0.0,17,1
Croatia,9,2017,0.0,0.0,0.0,62,1
Cyprus,9,2017,0.0,0.0,0.0,1,1
Czechia,9,2017,0.0,0.0,0.0,2,1
Denmark,9,2017,0.0,0.0,0.0,231,1
Estonia,9,2017,0.0,0.0,0.0,22,1
Finland,9,2017,0.0,0.0,0.0,3,1
France,9,2017,0.0,0.0,0.0,126,1
Germany,9,2017,0.0,0.0,0.0,2,1
Hungary,9,2017,0.0,0.0,0.0,31,1
Iceland,9,2017,0.0,0.0,0.0,34,1
Ireland,9,2017,0.0,0.0,0.0,18,1
Israel,9,2017,0.0,0.0,0.0,16,1
Italy,9,2017,0.0,0.0,0.0,28,1
Kazakhstan,9,2017,0.0,0.0,0.0,5,1
Latvia,9,2017,0.0,0.0,0.0,313,1
Lithuania,9,2017,0.0,0.0,0.0,1,1
Luxembourg,9,2017,0.0,0.0,0.0,1,1
Macedonia,9,2017,0.0,0.0,0.0,0,1
Malta,9,2017,0.0,0.0,0.0,10,1
Moldova,9,2017,0.0,0.0,0.0,0,1
Montenegro,9,2017,0.0,0.0,0.0,0,1
Netherlands,9,2017,0.0,0.0,0.0,119,1
Norway,9,2017,0.0,0.0,0.0,598,1
Poland,9,2017,0.0,0.0,0.0,39,1
Portugal,9,2017,0.0,0.0,0.0,5,1
Romania,9,2017,0.0,0.0,0.0,9,1
Russia,9,2017,0.0,0.0,0.0,936,1
Slovakia,9,2017,0.0,0.0,0.0,7,1
Slovenia,9,2017,0.0,0.0,0.0,112,1
Spain,9,2017,0.0,0.0,0.0,66,1
Sweden,9,2017,0.0,0.0,0.0,705,1
Switzerland,9,2017,0.0,0.0,0.0,147,1
Turkey,9,2017,0.0,0.0,0.0,7,1
Ukraine,9,2017,0.0,0.0,0.0,15,1
United Kingdom,9,2017,0.0,0.0,0.0,321,1
United Kingdom,9,2017,0.0,0.0,0.0,24,1
United Kingdom,9,2017,0.0,0.0,0.0,175,1
United Kingdom,9,2017,0.0,0.0,0.0,17,1
Uzbekistan,9,2017,0.0,0.0,0.0,0,1
Austria,9,2018,0.0,0.0,0.0,334,1
Azerbaijan,9,2018,0.0,0.0,0.0,0,1
Belarus,9,2018,0.0,0.0,0.0,18,1
Bulgaria,9,2018,0.0,0.0,0.0,8,1
Croatia,9,2018,0.0,0.0,0.0,184,1
Cyprus,9,2018,0.0,0.0,0.0,16,1
Czechia,9,2018,0.0,0.0,0.0,44,1
Denmark,9,2018,0.0,0.0,0.0,1679,1
Estonia,9,2018,0.0,0.0,0.0,254,1
Finland,9,2018,0.0,0.0,0.0,5,1
France,9,2018,0.0,0.0,0.0,1704,1
Germany,9,2018,0.0,0.0,0.0,7,1
Greece,9,2018,0.0,0.0,0.0,40,1
Hungary,9,2018,0.0,0.0,0.0,30,1
Iceland,9,2018,0.0,0.0,0.0,43,1
Ireland,9,2018,0.0,0.0,0.0,191,1
Israel,9,2018,0.0,0.0,0.0,55,1
Italy,9,2018,0.0,0.0,0.0,138,1
Kazakhstan,9,2018,0.0,0.0,0.0,47,1
Latvia,9,2018,0.0,0.0,0.0,227,1
Lithuania,9,2018,0.0,0.0,0.0,22,1
Luxembourg,9,2018,0.0,0.0,0.0,34,1
Macedonia,9,2018,0.0,0.0,0.0,13,1
Malta,9,2018,0.0,0.0,0.0,11,1
Moldova,9,2018,0.0,0.0,0.0,0,1
Montenegro,9,2018,0.0,0.0,0.0,30,1
Netherlands,9,2018,0.0,0.0,0.0,200,1
Norway,9,2018,0.0,0.0,0.0,2293,1
Poland,9,2018,0.0,0.0,0.0,214,1
Portugal,9,2018,0.0,0.0,0.0,227,1
Romania,9,2018,0.0,0.0,0.0,66,1
Russia,9,2018,0.0,0.0,0.0,1085,1
Serbia,9,2018,0.0,0.0,0.0,16,1
Slovakia,9,2018,0.0,0.0,0.0,52,1
Slovenia,9,2018,0.0,0.0,0.0,244,1
Spain,9,2018,0.0,0.0,0.0,719,1
Sweden,9,2018,0.0,0.0,0.0,1742,1
Switzerland,9,2018,0.0,0.0,0.0,441,1
Tajikistan,9,2018,0.0,0.0,0.0,0,1
Turkey,9,2018,0.0,0.0,0.0,13,1
Ukraine,9,2018,0.0,0.0,0.0,132,1
United Kingdom,9,2018,0.0,0.0,0.0,1662,1
United Kingdom,9,2018,0.0,0.0,0.0,117,1
United Kingdom,9,2018,0.0,0.0,0.0,343,1
United Kingdom,9,2018,0.0,0.0,0.0,226,1
Uzbekistan,9,2018,0.0,0.0,0.0,0,1
Austria,9,2019,0.0,0.0,0.0,336,1
Azerbaijan,9,2019,0.0,0.0,0.0,1,1
Belarus,9,2019,0.0,0.0,0.0,40,1
Bulgaria,9,2019,0.0,0.0,0.0,14,1
Cyprus,9,2019,0.0,0.0,0.0,16,1
Czechia,9,2019,0.0,0.0,0.0,14,1
Denmark,9,2019,0.0,0.0,0.0,682,1
Estonia,9,2019,0.0,0.0,0.0,66,1
Finland,9,2019,0.0,0.0,0.0,8,1
France,9,2019,0.0,0.0,0.0,1450,1
Georgia,9,2019,0.0,0.0,0.0,2,1
Germany,9,2019,0.0,0.0,0.0,6,1
Greece,9,2019,0.0,0.0,0.0,77,1
Hungary,9,2019,0.0,0.0,0.0,13,1
Iceland,9,2019,0.0,0.0,0.0,21,1
Ireland,9,2019,0.0,0.0,0.0,79,1
Israel,9,2019,0.0,0.0,0.0,29,1
Italy,9,2019,0.0,0.0,0.0,401,1
Kazakhstan,9,2019,0.0,0.0,0.0,27,1
Kosovo,9,2019,0.0,0.0,0.0,4,1
Latvia,9,2019,0.0,0.0,0.0,78,1
Lithuania,9,2019,0.0,0.0,0.0,31,1
Macedonia,9,2019,0.0,0.0,0.0,43,1
Moldova,9,2019,0.0,0.0,0.0,14,1
Montenegro,9,2019,0.0,0.0,0.0,37,1
Netherlands,9,2019,0.0,0.0,0.0,493,1
Norway,9,2019,0.0,0.0,0.0,1635,1
Poland,9,2019,0.0,0.0,0.0,114,1
Portugal,9,2019,0.0,0.0,0.0,344,1
Romania,9,2019,0.0,0.0,0.0,65,1
Russia,9,2019,0.0,0.0,0.0,1889,1
Serbia,9,2019,0.0,0.0,0.0,54,1
Slovakia,9,2019,0.0,0.0,0.0,42,1
Slovenia,9,2019,0.0,0.0,0.0,199,1
Spain,9,2019,0.0,0.0,0.0,685,1
Sweden,9,2019,0.0,0.0,0.0,731,1
Switzerland,9,2019,0.0,0.0,0.0,1177,1
Turkey,9,2019,0.0,0.0,0.0,4,1
Turkmenistan,9,2019,0.0,0.0,0.0,4,1
Ukraine,9,2019,0.0,0.0,0.0,39,1
United Kingdom,9,2019,0.0,0.0,0.0,1317,1
United Kingdom,9,2019,0.0,0.0,0.0,51,1
United Kingdom,9,2019,0.0,0.0,0.0,197,1
United Kingdom,9,2019,0.0,0.0,0.0,132,1
Uzbekistan,9,2019,0.0,0.0,0.0,0,1
Austria,9,2020,14.0,0.0,0.0,300,1
Azerbaijan,9,2020,12.0,0.0,0.0,29,1
Belarus,9,2020,5.0,0.0,0.0,62,1
Bulgaria,9,2020,0.0,0.0,0.0,18,1
Czechia,9,2020,0.0,0.0,0.0,32,1
Denmark,9,2020,8.0,0.0,0.0,708,1
Estonia,9,2020,5.0,0.0,0.0,56,1
Finland,9,2020,24.0,0.0,4.0,1,1
France,9,2020,130.0,2.0,12.0,1938,1
Georgia,9,2020,12.0,0.0,0.0,1,1
Germany,9,2020,130.0,0.0,16.0,6,1
Greece,9,2020,21.0,0.0,0.0,40,1
Hungary,9,2020,0.0,0.0,0.0,115,1
Iceland,9,2020,3.0,0.0,0.0,43,1
Ireland,9,2020,2.0,0.0,0.0,115,1
Italy,9,2020,1694.0,34.0,83.0,343,1
Kazakhstan,9,2020,0.0,0.0,0.0,24,1
Latvia,9,2020,0.0,0.0,0.0,15,1
Lithuania,9,2020,11.0,0.0,0.0,91,1
Luxembourg,9,2020,2.0,0.0,0.0,5,1
Moldova,9,2020,0.0,0.0,0.0,14,1
Montenegro,9,2020,0.0,0.0,0.0,97,1
Netherlands,9,2020,10.0,0.0,0.0,278,1
Norway,9,2020,19.0,0.0,0.0,1399,1
Poland,9,2020,0.0,0.0,0.0,149,1
Portugal,9,2020,0.0,0.0,0.0,247,1
Romania,9,2020,12.0,0.0,0.0,125,1
Russia,9,2020,0.0,0.0,0.0,1655,1
Serbia,9,2020,0.0,0.0,0.0,35,1
Slovakia,9,2020,0.0,0.0,0.0,20,1
Slovenia,9,2020,0.0,0.0,0.0,228,1
Spain,9,2020,84.0,0.0,2.0,306,1
Sweden,9,2020,14.0,0.0,0.0,811,1
Switzerland,9,2020,27.0,0.0,0.0,1319,1
Tajikistan,9,2020,0.0,0.0,0.0,0,1
Ukraine,9,2020,0.0,0.0,0.0,122,1
United Kingdom,9,2020,0.0,0.0,0.0,537,1
United Kingdom,9,2020,0.0,0.0,0.0,39,1
United Kingdom,9,2020,0.0,0.0,0.0,118,1
United Kingdom,9,2020,0.0,0.0,0.0,43,1
Uzbekistan,9,2020,0.0,0.0,0.0,0,1
Albania,9,2021,112078.0,1918.0,74352.0,0,1
Armenia,9,2021,174257.0,3219.0,164654.0,0,1
Austria,9,2021,472871.0,8694.0,441309.0,0,1
Azerbaijan,9,2021,236365.0,3238.0,229591.0,0,1
Belarus,9,2021,294432.0,2029.0,285036.0,0,1
Belgium,9,2021,785809.0,22240.0,0.0,0,1
Bosnia and Herzegovina,9,2021,135513.0,5228.0,117885.0,0,1
Bulgaria,9,2021,259811.0,10593.0,212502.0,0,1
Croatia,9,2021,246120.0,5585.0,236765.0,0,1
Czechia,9,2021,1312164.0,21558.0,1126420.0,0,1
Denmark,9,2021,215015.0,2378.0,205623.0,1,1
Estonia,9,2021,73684.0,644.0,55161.0,0,1
Finland,9,2021,61552.0,767.0,46000.0,0,1
France,9,2021,3942243.0,88597.0,271693.0,0,1
Georgia,9,2021,272617.0,3567.0,266344.0,0,1
Germany,9,2021,2502151.0,71951.0,2308094.0,1,1
Greece,9,2021,203978.0,6705.0,93764.0,0,1
Hungary,9,2021,459816.0,15765.0,333045.0,0,1
Iceland,9,2021,6059.0,29.0,6020.0,0,1
Ireland,9,2021,222699.0,4419.0,23364.0,0,1
Israel,9,2021,799727.0,5856.0,753081.0,0,1
Italy,9,2021,3046762.0,99578.0,2481372.0,0,1
Kazakhstan,9,2021,267657.0,3180.0,245358.0,0,1
Kosovo,9,2021,72600.0,1640.0,61687.0,0,1
Kyrgyzstan,9,2021,86506.0,1471.0,83484.0,0,1
Latvia,9,2021,90009.0,1687.0,78507.0,0,1
Lithuania,9,2021,201799.0,3321.0,188103.0,0,1
Luxembourg,9,2021,56296.0,652.0,52662.0,0,1
Macedonia,9,2021,106832.0,3185.0,94461.0,0,1
Malta,9,2021,24216.0,329.0,20484.0,0,1
Moldova,9,2021,194605.0,4091.0,170468.0,0,1
Montenegro,9,2021,79237.0,1059.0,69209.0,0,1
Netherlands,9,2021,1130498.0,15928.0,14507.0,0,1
